lead_id,business_name,contact_name,phone,email,website,website_quality,city,state,source_url,has_email,has_phone,has_website,priority,scraped_at,demo_url,email_sent_at,email_status,batch_day,funnel_stage,responded,notes,pipeline_stage
ca023,John's Welding & Repairs,,(559) 834-3331,,,unknown,Fresno CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca025,Derek Lincoln Portable Welding,,(559) 434-0864,,,unknown,Fresno CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca026,James Mark Welding,,(559) 917-5710,,,unknown,Fresno CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca028,S & H Welding Inc,,(916) 661-6410,,,unknown,Sacramento CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca029,Lincoln Welding & Machine,,(916) 442-4787,,,unknown,Sacramento CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca030,Lawson's Welding & Service,,(916) 708-9038,,,unknown,Sacramento CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca032,Overnight Welding Works,,(916) 706-1589,,,unknown,Sacramento CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca036,Advanced Welding Service,,(916) 804-7196,,,unknown,Sacramento CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca040,Navarro Brother's Welding Co,,(916) 731-8452,,,unknown,Sacramento CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca042,Benito's Iron Works,,(323) 364-0078,,,unknown,Los Angeles CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca045,W M Welding & Fabricating Service,,(323) 712-1375,,,unknown,Los Angeles CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca047,L.A. City Welder,,(323) 480-7802,,,unknown,Los Angeles CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca053,O K Welding,,(323) 750-3394,,,unknown,Los Angeles CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca054,S & S Welding,,(323) 587-1332,,,unknown,Los Angeles CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca055,Batten Welding Artistic,,(323) 484-9750,,,unknown,Los Angeles CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca058,Alonsos Welding Svc,,(323) 264-3942,,,unknown,Los Angeles CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca061,L.A. Certified Welder,,(213) 703-4832,,,unknown,Los Angeles CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca062,VMR Welding Services,,(213) 448-9306,,,unknown,Los Angeles CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca064,Kelly's Block Welding,,(310) 827-6795,,,unknown,Los Angeles CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca065,Dennis 24 Hour Welding,,(310) 473-0397,,,unknown,Los Angeles CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca066,Montoya Welding Services,,(310) 213-5922,,,unknown,Los Angeles CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca073,San Diego Golden Gate Welding,,(619) 338-0952,,,unknown,San Diego CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca075,Stanley Welding Service,,(858) 395-5079,,,unknown,San Diego CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca077,Dobson & Gores Welding,,(619) 232-5809,,,unknown,San Diego CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca080,D & C Q Welding,,(858) 270-8523,,,unknown,San Diego CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca083,Kearny Mesa Welding,,(619) 933-4766,,,unknown,San Diego CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca091,M & E Welding,,(408) 287-2114,,,unknown,San Jose CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca093,Chavez Welding Machining,,(408) 247-4658,,,unknown,San Jose CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ca094,Arturo Welding Service,,(408) 876-9649,,,unknown,San Jose CA,CA,,false,true,false,1,2026-05-28,,,,scraped,,,YP batch 2026-05-28,scraped
ag001,Mike's Welding,,(818) 825-1968,mikespwelding@gmail.com,https://www.mikesweldingla.com/,unknown,Los Angeles CA,CA,https://www.mikesweldingla.com/,true,true,true,3,2026-05-28,,,,scraped,,,Agent batch 2026-05-28,scraped
ag002,CCP Mobile Welding and Fabrication,,(323) 690-1190,km@ccpservices.us,https://www.losangeles-ccp-mobilewelding-services.com/,unknown,Los Angeles CA,CA,https://www.losangeles-ccp-mobilewelding-services.com/,true,true,true,3,2026-05-28,,,,scraped,,,Agent batch 2026-05-28,scraped
ag003,Ames Mobile Welding,,(619) 586-1753,AmesMobileWelding@Gmail.com,https://www.amesmobilewelding.com/,unknown,San Diego CA,CA,https://www.amesmobilewelding.com/,true,true,true,3,2026-05-28,,,,scraped,,,Agent batch 2026-05-28,scraped
ag004,C&S Welding Inc.,,(562) 896-5210,candsweldinginc@gmail.com,https://candsweldinginc.com/,unknown,Wilmington CA,CA,https://candsweldinginc.com/,true,true,true,3,2026-05-28,,,,scraped,,,Agent batch 2026-05-28,scraped
ag005,JM Welding Service Inc,,(510) 783-1800,juan@jmwsinc.com,https://www.jmweldingservice.com/,unknown,Hayward CA,CA,https://www.jmweldingservice.com/,true,true,true,3,2026-05-28,,,,scraped,,,Agent batch 2026-05-28,scraped
ag006,J & D Fabrication & Repair Inc,,(805) 928-9674,info@jdfabandweld.com,https://www.jdfabandweld.com/,unknown,Santa Maria CA,CA,https://www.jdfabandweld.com/,true,true,true,3,2026-05-28,,,,scraped,,,Agent batch 2026-05-28,scraped
ag007,Thousand Oaks Welding,,(805) 495-8185,ThousandOaksWeld@AOL.COM,https://www.thousandoakswelding.com/,unknown,Simi Valley CA,CA,https://www.thousandoakswelding.com/,true,true,true,3,2026-05-28,,,,scraped,,,Agent batch 2026-05-28,scraped
ag008,San Diego Construction Welding,,(619) 462-9087,sandiegoweld@aol.com,http://www.sandiegoweld.com/,unknown,Spring Valley CA,CA,http://www.sandiegoweld.com/,true,true,true,3,2026-05-28,,,,scraped,,,Agent batch 2026-05-28,scraped
ag009,C.M Fabrication & Welding LLC,,(619) 598-8277,c.m.f.welding619@gmail.com,https://www.cmfwllc.com/,unknown,Chula Vista CA,CA,https://www.cmfwllc.com/,true,true,true,3,2026-05-28,,,,scraped,,,Agent batch 2026-05-28,scraped
ag010,After Hours Mobile Welding,,(510) 282-6576,afterhoursweld@gmail.com,https://www.afterhoursmobilewelding.com/,unknown,Oakland CA,CA,https://www.afterhoursmobilewelding.com/,true,true,true,3,2026-05-28,,,,scraped,,,Agent batch 2026-05-28,scraped
ag011,JDS Custom Ironworks,,(510) 927-8807,jdiazguzman43@gmail.com,https://jdscustomironworks.com/,unknown,Oakland CA,CA,https://jdscustomironworks.com/,true,true,true,3,2026-05-28,,,,scraped,,,Agent batch 2026-05-28,scraped
ag012,Inland Mobile Welding Inc.,,(323) 274-9419,inlandmobilewelding@outlook.com,https://inlandmobilewelding.com/,unknown,Whittier CA,CA,https://inlandmobilewelding.com/,true,true,true,3,2026-05-28,,,,scraped,,,Agent batch 2026-05-28,scraped
ag013,City of Angels Mobile Welding LA,,(323) 741-6127,mobileweldinglosangeles@gmail.com,https://www.mobileweldingla.com/,unknown,Los Angeles CA,CA,https://www.mobileweldingla.com/,true,true,true,3,2026-05-28,,,,scraped,,,Agent batch 2026-05-28,scraped
ag014,Hernandez Welding,,(650) 670-2215,hwelding1@gmail.com,https://hernandezweldingrwc.com/,unknown,Redwood City CA,CA,https://hernandezweldingrwc.com/,true,true,true,3,2026-05-28,,,,scraped,,,Agent batch 2026-05-28,scraped
ag015,"B Metal Fabrication, Inc.",,(650) 615-7705,BMFAB@bmetalfabrication.com,https://www.bmetalfabrication.com/,unknown,South San Francisco CA,CA,https://www.bmetalfabrication.com/,true,true,true,3,2026-05-28,,,,scraped,,,Agent batch 2026-05-28,scraped
ag016,JS Welding & Fabrication,,(760) 497-9069,info@jsweldingandfabrication.com,https://jsweldingandfabrication.com/,unknown,Temecula CA,CA,https://jsweldingandfabrication.com/,true,true,true,3,2026-05-28,,,,scraped,,,Agent batch 2026-05-28,scraped
ag017,Ray Neff Metal Fabrication,,(760) 889-1639,Ray@RayNeff.com,https://rayneff.com/,unknown,Oceanside CA,CA,https://rayneff.com/,true,true,true,3,2026-05-28,,,,scraped,,,Agent batch 2026-05-28,scraped
ag018,California Welding Institute,,(951) 536-3809,socalwelding@live.com,https://socalwelding.com/,unknown,Riverside CA,CA,https://socalwelding.com/,true,true,true,3,2026-05-28,,,,scraped,,,Agent batch 2026-05-28,scraped
ag019,Richardson's Welding,,(805) 886-4414,contact@richardsonswelding.com,https://www.richardsonswelding.com/,unknown,Santa Barbara CA,CA,https://www.richardsonswelding.com/,true,true,true,3,2026-05-28,,,,scraped,,,Agent batch 2026-05-28,scraped
ag020,Old World Iron,,(805) 836-4302,oldworldiron.vta@gmail.com,https://www.oldworldironventura.com/,unknown,Ventura CA,CA,https://www.oldworldironventura.com/,true,true,true,3,2026-05-28,,,,scraped,,,Agent batch 2026-05-28,scraped
ag021,"Weld Hard Fabrication, LLC",,(714) 476-5904,weldhardfab@gmail.com,https://www.weldhard.com/,unknown,Huntington Beach CA,CA,https://www.weldhard.com/,true,true,true,3,2026-05-28,,,,scraped,,,Agent batch 2026-05-28,scraped
ag022,California Welding Supply - Tracy,,(209) 835-5651,contact.us@caweldingsupply.com,https://caweldingsupply.com/,unknown,Tracy CA,CA,https://caweldingsupply.com/,true,true,true,3,2026-05-28,,,,scraped,,,Agent batch 2026-05-28,scraped
